subj	date	Experiment	SessionTime	level	Procedure	Grid1.OnsetTime	Delay.OnsetTime	Target.OnsetTime	Delay_time	ITI	Load	Block	Cue1_img	Cue2_img	Cue3_img	Target_img	Target.RT	Target.RTTime	Target.ACC	Match
10638	20130514	1_A	09:08:03	2	 cue	 812597			 NA	 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10638	20130514	1_A	09:08:03	2	 cueDelayProbe	 816097	 817597	 819114	 1500	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1467.JPG	 725	 819839	 1	 no
10638	20130514	1_A	09:08:03	2	 cueDelayProbe	 822630	 824130	 825647	 1500	 2000	 high		 Cue6.JPG	 Cue1.JPG	 Cue4.JPG	 Target2357.JPG	 845	 826492	 1	 no
10638	20130514	1_A	09:08:03	2	 cueDelayProbe	 830163	 831663	 833180	 1500	 8000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1468.JPG	 962	 834142	 1	 yes
10638	20130514	1_A	09:08:03	2	 cueDelayProbe	 843696	 845196	 848212	 3000	 4000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1367.JPG	 1018	 849230	 1	 no
10644	20130327	1_A	09:19:05	2	 cueDelay	 478352	 479852		 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 482352	 483852	 485369	 1500	 1000	 high		 Cue3.JPG	 Cue6.JPG	 Cue2.JPG	 Target1468.JPG	 1163	 486532	 0	 yes
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 488885	 490385	 493419	 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2358.JPG	 1132	 494551	 1	 no
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 496935	 498435	 501452	 3000	 8000	 high		 Cue3.JPG	 Cue6.JPG	 Cue7.JPG	 Target1457.JPG	 1237	 502689	 1	 yes
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 511968	 513468	 514985	 1500	 1000	 high		 Cue6.JPG	 Cue2.JPG	 Cue4.JPG	 Target1357.JPG	 1293	 516278	 1	 no
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 518502	 520002	 523018	 3000	 4000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target2368.JPG	 935	 523953	 1	 yes
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 529535	 531035	 532551	 1500	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1457.JPG	 1278	 533829	 1	 yes
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 537068	 538568	 540101	 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target2367.JPG	 1101	 541202	 1	 no
10644	20130327	1_A	09:19:05	2	 cue	 543618			 NA	 1000	 high		 Cue5.JPG	 Cue2.JPG	 Cue3.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 546118	 547618	 549151	 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2357.JPG	 1031	 550182	 1	 no
10644	20130327	1_A	09:19:05	2	 cue	 552668			 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 555168	 556668	 558201	 1500	 1000	 high		 Cue6.JPG	 Cue7.JPG	 Cue4.JPG	 Target1368.JPG	 1002	 559203	 1	 yes
10644	20130327	1_A	09:19:05	2	 cueDelay	 561718	 563218		 3000	 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 568217	 569717	 571217	 1500	 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue6.JPG	 Target1357.JPG	 972	 572189	 1	 no
10644	20130327	1_A	09:19:05	2	 cueDelay	 581734	 583234		 1500	 2000	 high		 Cue1.JPG	 Cue3.JPG	 Cue6.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 586734	 588234	 591250	 3000	 4000	 high		 Cue3.JPG	 Cue5.JPG	 Cue8.JPG	 Target1467.JPG	 1080	 592330	 1	 no
10644	20130327	1_A	09:19:05	2	 cue	 597767			 NA	 16000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cue	 615267			 NA	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelay	 618767	 620267		 3000	 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cue	 631266			 NA	 2000	 high		 Cue1.JPG	 Cue4.JPG	 Cue5.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cue	 634766			 NA	 1000	 high		 Cue6.JPG	 Cue1.JPG	 Cue8.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelay	 637266	 638766		 1500	 1000	 high		 Cue5.JPG	 Cue8.JPG	 Cue3.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelay	 641266	 642766		 1500	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 645266	 646766	 648299	 1500	 1000	 high		 Cue4.JPG	 Cue8.JPG	 Cue6.JPG	 Target1358.JPG	 1541	 649840	 1	 yes
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 651816	 653316	 657816	 4500	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1357.JPG	 899	 658715	 1	 no
10644	20130327	1_A	09:19:05	2	 cue	 662333			 NA	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelay	 664832	 666332		 3000	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cue	 671332			 NA	 4000	 high		 Cue4.JPG	 Cue6.JPG	 Cue7.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelay	 676832	 678332		 1500	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 680832	 682332	 685365	 3000	 1000	 high		 Cue5.JPG	 Cue3.JPG	 Cue7.JPG	 Target2468.JPG	 1233	 686598	 1	 no
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 688882	 690382	 691899	 1500	 4000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2468.JPG	 1162	 693061	 1	 yes
10644	20130327	1_A	09:19:05	2	 cueDelay	 698415	 699915		 3000	 1000	 high		 Cue6.JPG	 Cue8.JPG	 Cue1.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelay	 703915	 705415		 4500	 2000	 high		 Cue2.JPG	 Cue7.JPG	 Cue5.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 711915	 713415	 717932	 4500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1357.JPG	 1351	 719283	 1	 yes
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 721448	 722948	 725965	 3000	 1000	 high		 Cue8.JPG	 Cue6.JPG	 Cue2.JPG	 Target1358.JPG	 1011	 726976	 1	 yes
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 729481	 730981	 735481	 4500	 2000	 high		 Cue1.JPG	 Cue4.JPG	 Cue7.JPG	 Target2368.JPG	 1503	 736984	 1	 no
10644	20130327	1_A	09:19:05	2	 cue	 739998			 NA	 4000	 high		 Cue3.JPG	 Cue7.JPG	 Cue6.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelay	 745498	 746998		 4500	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelay	 753498	 754998		 1500	 4000	 high		 Cue5.JPG	 Cue1.JPG	 Cue8.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cue	 760498			 NA	 16000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 777997	 779497	 782498	 3000	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2368.JPG	 1030	 783528	 1	 yes
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 786014	 787514	 792030	 4500	 4000	 high		 Cue2.JPG	 Cue8.JPG	 Cue6.JPG	 Target1467.JPG	 1264	 793294	 1	 yes
10644	20130327	1_A	09:19:05	2	 cue	 798547			 NA	 1000	 high		 Cue8.JPG	 Cue4.JPG	 Cue1.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cue	 801047			 NA	 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 804547	 806047	 807563	 1500	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1467.JPG	 1077	 808640	 1	 no
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 811080	 812580	 814080	 1500	 2000	 high		 Cue6.JPG	 Cue1.JPG	 Cue4.JPG	 Target2357.JPG	 1015	 815095	 1	 no
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 818597	 820097	 821613	 1500	 8000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1468.JPG	 928	 822541	 1	 yes
10644	20130327	1_A	09:19:05	2	 cueDelayProbe	 832130	 833630	 836646	 3000	 4000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1367.JPG	 1221	 837867	 1	 no
10662	20130509	1_A	13:43:26	2	 cueDelay	 408760	 410260		 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 412760	 414260	 415793	 1500	 1000	 high		 Cue3.JPG	 Cue6.JPG	 Cue2.JPG	 Target1468.JPG	 1900	 417693	 1	 yes
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 419309	 420809	 423826	 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2358.JPG	 917	 424743	 1	 no
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 427342	 428842	 431859	 3000	 8000	 high		 Cue3.JPG	 Cue6.JPG	 Cue7.JPG	 Target1457.JPG	 969	 432828	 1	 yes
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 442375	 443875	 445392	 1500	 1000	 high		 Cue6.JPG	 Cue2.JPG	 Cue4.JPG	 Target1357.JPG	 1702	 447094	 1	 no
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 448908	 450408	 453424	 3000	 4000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target2368.JPG	 982	 454406	 1	 yes
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 459941	 461441	 462957	 1500	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1457.JPG	 1084	 464041	 1	 yes
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 467474	 468974	 470490	 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target2367.JPG	 969	 471459	 1	 no
10662	20130509	1_A	13:43:26	2	 cue	 474007			 NA	 1000	 high		 Cue5.JPG	 Cue2.JPG	 Cue3.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 476507	 478007	 479523	 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2357.JPG	 1036	 480559	 1	 no
10662	20130509	1_A	13:43:26	2	 cue	 483040			 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 485540	 487040	 488573	 1500	 1000	 high		 Cue6.JPG	 Cue7.JPG	 Cue4.JPG	 Target1368.JPG	 977	 489550	 1	 yes
10662	20130509	1_A	13:43:26	2	 cueDelay	 492089	 493589		 3000	 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 498589	 500089	 501605	 1500	 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue6.JPG	 Target1357.JPG	 1115	 502720	 1	 no
10662	20130509	1_A	13:43:26	2	 cueDelay	 512122	 513622		 1500	 2000	 high		 Cue1.JPG	 Cue3.JPG	 Cue6.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 517121	 518621	 521638	 3000	 4000	 high		 Cue3.JPG	 Cue5.JPG	 Cue8.JPG	 Target1467.JPG	 964	 522602	 1	 no
10662	20130509	1_A	13:43:26	2	 cue	 528154			 NA	 16000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cue	 545653			 NA	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelay	 549153	 550653		 3000	 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cue	 561653			 NA	 2000	 high		 Cue1.JPG	 Cue4.JPG	 Cue5.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cue	 565152			 NA	 1000	 high		 Cue6.JPG	 Cue1.JPG	 Cue8.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelay	 567652	 569152		 1500	 1000	 high		 Cue5.JPG	 Cue8.JPG	 Cue3.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelay	 571652	 573152		 1500	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 575652	 577152	 578669	 1500	 1000	 high		 Cue4.JPG	 Cue8.JPG	 Cue6.JPG	 Target1358.JPG	 1780	 580449	 1	 yes
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 582185	 583685	 588201	 4500	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1357.JPG	 1023	 589224	 1	 no
10662	20130509	1_A	13:43:26	2	 cue	 592718			 NA	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelay	 595218	 596718		 3000	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cue	 601717			 NA	 4000	 high		 Cue4.JPG	 Cue6.JPG	 Cue7.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelay	 607217	 608717		 1500	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 611217	 612717	 615734	 3000	 1000	 high		 Cue5.JPG	 Cue3.JPG	 Cue7.JPG	 Target2468.JPG	 1303	 617037	 1	 no
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 619250	 620750	 622266	 1500	 4000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2468.JPG	 887	 623153	 1	 yes
10662	20130509	1_A	13:43:26	2	 cueDelay	 628783	 630283		 3000	 1000	 high		 Cue6.JPG	 Cue8.JPG	 Cue1.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelay	 634283	 635782		 4500	 2000	 high		 Cue2.JPG	 Cue7.JPG	 Cue5.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 642282	 643782	 648299	 4500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1357.JPG	 959	 649258	 1	 yes
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 651815	 653315	 656315	 3000	 1000	 high		 Cue8.JPG	 Cue6.JPG	 Cue2.JPG	 Target1358.JPG	 908	 657223	 1	 yes
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 659831	 661331	 665848	 4500	 2000	 high		 Cue1.JPG	 Cue4.JPG	 Cue7.JPG	 Target2368.JPG	 1231	 667079	 1	 no
10662	20130509	1_A	13:43:26	2	 cue	 670364			 NA	 4000	 high		 Cue3.JPG	 Cue7.JPG	 Cue6.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelay	 675864	 677364		 4500	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelay	 683864	 685363		 1500	 4000	 high		 Cue5.JPG	 Cue1.JPG	 Cue8.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cue	 690863			 NA	 16000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 708362	 709862	 712879	 3000	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2368.JPG	 1263	 714142	 1	 yes
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 716395	 717895	 722412	 4500	 4000	 high		 Cue2.JPG	 Cue8.JPG	 Cue6.JPG	 Target1467.JPG	 1398	 723810	 1	 yes
10662	20130509	1_A	13:43:26	2	 cue	 728928			 NA	 1000	 high		 Cue8.JPG	 Cue4.JPG	 Cue1.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cue	 731428			 NA	 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 734928	 736428	 737928	 1500	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1467.JPG	 1469	 739397	 1	 no
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 741444	 742944	 744461	 1500	 2000	 high		 Cue6.JPG	 Cue1.JPG	 Cue4.JPG	 Target2357.JPG	 1111	 745572	 1	 no
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 748977	 750477	 751994	 1500	 8000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1468.JPG	 917	 752911	 1	 yes
10662	20130509	1_A	13:43:26	2	 cueDelayProbe	 762510	 764010	 767026	 3000	 4000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1367.JPG	 1175	 768201	 1	 no
10717	20130316	1_A	13:51:35	2	 cueDelay	 448563	 450063		 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 452563	 454046	 455563	 1500	 1000	 high		 Cue3.JPG	 Cue6.JPG	 Cue2.JPG	 Target1468.JPG	 1368	 456931	 0	 yes
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 459079	 460579	 463596	 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2358.JPG	 1315	 464911	 1	 no
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 467113	 468613	 471629	 3000	 8000	 high		 Cue3.JPG	 Cue6.JPG	 Cue7.JPG	 Target1457.JPG	 1146	 472775	 1	 yes
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 482146	 483646	 485162	 1500	 1000	 high		 Cue6.JPG	 Cue2.JPG	 Cue4.JPG	 Target1357.JPG	 1271	 486433	 1	 no
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 488679	 490179	 493196	 3000	 4000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target2368.JPG	 1018	 494214	 1	 yes
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 499712	 501212	 502729	 1500	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1457.JPG	 825	 503554	 1	 yes
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 507245	 508745	 510262	 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target2367.JPG	 778	 511040	 1	 no
10717	20130316	1_A	13:51:35	2	 cue	 513778			 NA	 1000	 high		 Cue5.JPG	 Cue2.JPG	 Cue3.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 516278	 517778	 519278	 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2357.JPG	 746	 520024	 1	 no
10717	20130316	1_A	13:51:35	2	 cue	 522795			 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 525295	 526795	 528312	 1500	 1000	 high		 Cue6.JPG	 Cue7.JPG	 Cue4.JPG	 Target1368.JPG	 872	 529184	 1	 yes
10717	20130316	1_A	13:51:35	2	 cueDelay	 531828	 533328		 3000	 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 538328	 539828	 541345	 1500	 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue6.JPG	 Target1357.JPG	 1335	 542680	 1	 no
10717	20130316	1_A	13:51:35	2	 cueDelay	 551861	 553361		 1500	 2000	 high		 Cue1.JPG	 Cue3.JPG	 Cue6.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 556861	 558361	 561378	 3000	 4000	 high		 Cue3.JPG	 Cue5.JPG	 Cue8.JPG	 Target1467.JPG	 1201	 562579	 1	 no
10717	20130316	1_A	13:51:35	2	 cue	 567894			 NA	 16000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cue	 585394			 NA	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelay	 588894	 590394		 3000	 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cue	 601394			 NA	 2000	 high		 Cue1.JPG	 Cue4.JPG	 Cue5.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cue	 604894			 NA	 1000	 high		 Cue6.JPG	 Cue1.JPG	 Cue8.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelay	 607394	 608894		 1500	 1000	 high		 Cue5.JPG	 Cue8.JPG	 Cue3.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelay	 611394	 612893		 1500	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 615393	 616893	 618410	 1500	 1000	 high		 Cue4.JPG	 Cue8.JPG	 Cue6.JPG	 Target1358.JPG	 906	 619316	 0	 yes
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 621927	 623427	 627927	 4500	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1357.JPG	 1277	 629204	 0	 no
10717	20130316	1_A	13:51:35	2	 cue	 632443			 NA	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelay	 634943	 636443		 3000	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cue	 641443			 NA	 4000	 high		 Cue4.JPG	 Cue6.JPG	 Cue7.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelay	 646943	 648443		 1500	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 650943	 652443	 655459	 3000	 1000	 high		 Cue5.JPG	 Cue3.JPG	 Cue7.JPG	 Target2468.JPG	 1217	 656676	 1	 no
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 658976	 660476	 661993	 1500	 4000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2468.JPG	 1128	 663121	 1	 yes
10717	20130316	1_A	13:51:35	2	 cueDelay	 668509	 670009		 3000	 1000	 high		 Cue6.JPG	 Cue8.JPG	 Cue1.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelay	 674009	 675509		 4500	 2000	 high		 Cue2.JPG	 Cue7.JPG	 Cue5.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 682009	 683509	 688009	 4500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1357.JPG	 1029	 689038	 1	 yes
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 691525	 693025	 696042	 3000	 1000	 high		 Cue8.JPG	 Cue6.JPG	 Cue2.JPG	 Target1358.JPG	 1092	 697134	 1	 yes
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 699559	 701059	 705559	 4500	 2000	 high		 Cue1.JPG	 Cue4.JPG	 Cue7.JPG	 Target2368.JPG	 1634	 707193	 1	 no
10717	20130316	1_A	13:51:35	2	 cue	 710075			 NA	 4000	 high		 Cue3.JPG	 Cue7.JPG	 Cue6.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelay	 715575	 717075		 4500	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelay	 723575	 725075		 1500	 4000	 high		 Cue5.JPG	 Cue1.JPG	 Cue8.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cue	 730575			 NA	 16000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 748075	 749574	 752591	 3000	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2368.JPG	 995	 753586	 1	 yes
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 756108	 757608	 762108	 4500	 4000	 high		 Cue2.JPG	 Cue8.JPG	 Cue6.JPG	 Target1467.JPG	 1029	 763137	 1	 yes
10717	20130316	1_A	13:51:35	2	 cue	 768624			 NA	 1000	 high		 Cue8.JPG	 Cue4.JPG	 Cue1.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cue	 771124			 NA	 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 774624	 776124	 777641	 1500	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1467.JPG	 1044	 778685	 1	 no
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 781157	 782657	 784174	 1500	 2000	 high		 Cue6.JPG	 Cue1.JPG	 Cue4.JPG	 Target2357.JPG	 1802	 785976	 1	 no
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 788691	 790191	 791707	 1500	 8000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1468.JPG	 869	 792576	 1	 yes
10717	20130316	1_A	13:51:35	2	 cueDelayProbe	 802224	 803724	 806740	 3000	 4000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1367.JPG	 1117	 807857	 1	 no
